source,business_id,place_id,name,channel,business_category,latitude,longitude,address,distance_from_plant_km,nearest_plant,plant_region,rating,user_ratings_total,price_level,business_status,estimated_monthly_water_liters,estimated_monthly_water_revenue,priority_score,water_priority,is_wholesaler,is_chain
Google Places,GOOGLE_ChIJ4-cDnENNrjsROnnOTdOUVWo,ChIJ4-cDnENNrjsROnnOTdOUVWo,Vinayaka supermarket,supermarket,Retail,12.7208614,77.27989629999999,"Chamandipura village, Ramanagara",0.0,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,OPERATIONAL,5000,75000,10.0,10,No,No
Google Places,GOOGLE_ChIJt-0kZ15NrjsRJAoa47VeMyA,ChIJt-0kZ15NrjsRJAoa47VeMyA,AS MEGA MART,supermarket,Retail,12.7233613,77.28592019999999,"As mega Mart, near Tippu English School, Main Road, Chennammana Halli, Ramanagara",0.71,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,5000,75000,10.0,10,No,No
Google Places,GOOGLE_ChIJnSA3PH9OrjsRtdkrHNU4O5E,ChIJnSA3PH9OrjsRtdkrHNU4O5E,Tamanna Store,store,Retail,12.7219126,77.28803889999999,"2nd Cross,Tippu Nagar opposite Tippu, Masjid Road, Ramanagara",0.89,Ramanagara Plant,Ramanagara-Kanakapura Region,4.4,10,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJa08EMiKyvzsR_BCX0Hj0XZo,ChIJa08EMiKyvzsR_BCX0Hj0XZo,Apollo Pharmacy Ramanagar,store,Retail,12.7208689,77.2801056,"No. 66, DD Building, near Government Polytechnic, Old Bm Rd, Agrahar, Ramanagara",0.02,Ramanagara Plant,Ramanagara-Kanakapura Region,3.8,15,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJnTuv79NNrjsRkAwZHer42iE,ChIJnTuv79NNrjsRkAwZHer42iE,MedPlus Old Bm Road Ramnagara,store,Retail,12.7214886,77.2798856,"NO-1245 WARD NO-08, K NO-123/1053/859/A OLD BM ROAD",0.07,Ramanagara Plant,Ramanagara-Kanakapura Region,3.5,11,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJi1Puq7tMrjsRKApIBQKWt1Y,ChIJi1Puq7tMrjsRKApIBQKWt1Y,Sangeetha - Ramanagara-2,store,Retail,12.7210015,77.2748814,"No.58/60/1374/D/1374/C K K R Building Opp.ksrtc Bus Stand, State Highway 17, Ijoor, Ramanagara",0.54,Ramanagara Plant,Ramanagara-Kanakapura Region,4.6,77,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJd6H41PwiyTsRd4noRAU23fc,ChIJd6H41PwiyTsRd4noRAU23fc,Apollo Pharmacy - Ramanagara,store,Retail,12.7225088,77.27545239999999,"Ground Floor, opposite Bus Stand, Bm Road, Ijoor, Ramanagara",0.51,Ramanagara Plant,Ramanagara-Kanakapura Region,3.9,31,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ2x_HreNRrjsRuApbsUaRZFI,ChIJ2x_HreNRrjsRuApbsUaRZFI,ಮೋನಿಷ ಪ್ರಾವಿಷನ್ ಸ್ಟೋರ್,store,Retail,12.6791986,77.30145040000001,India,5.19,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJX_kWouNRrjsRSrHjaw4r974,ChIJX_kWouNRrjsRSrHjaw4r974,CHANDANA GENERAL STORE,store,Retail,12.6781251,77.3012878,India,5.29,Ramanagara Plant,Ramanagara-Kanakapura Region,2.3,3,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJueVBfhlOrjsRvealMliIf9s,ChIJueVBfhlOrjsRvealMliIf9s,AKSHATHA PROVISION STORE,store,Retail,12.6905113,77.30382999999999,India,4.26,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJG8PhIABPrjsRWebYPEbCHGY,ChIJG8PhIABPrjsRWebYPEbCHGY,Adarsha priya provision store,store,Retail,12.6908328,77.3039895,"M8R3+47V, Achaludoddi",4.24,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJyfrpqgdPrjsRu3fNKe770Hg,ChIJyfrpqgdPrjsRu3fNKe770Hg,Lakshmi Venkateshwara Chicken Center,store,Retail,12.6880068,77.3068716,"No 1 Mottedoddi, Kanakapura Main Road, Ramanagara",4.68,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJq5-CUOpPrjsRxjjJ--BS32c,ChIJq5-CUOpPrjsRxjjJ--BS32c,SHOBHASWONAGARAJU,store,Retail,12.6943457,77.30390179999999,"08 Shobha Building, Kanakapura-Hunasanahalli Road, Bengaluru",3.94,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ5eL1cRhOrjsRJgbhdupLOlI,ChIJ5eL1cRhOrjsRJgbhdupLOlI,S.S LADIES TAILOR,store,Retail,12.6921456,77.3088173,"M8R5+VG4, Muduwadi Road, Annahalli",4.48,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ_y8l9bpPrjsR3dp88_7jlJY,ChIJ_y8l9bpPrjsR3dp88_7jlJY,Sree Nithya Medical And General Store,store,Retail,12.6919154,77.30918059999999,"K P Doddi, 285/197 No 2 Ramanagara Road Hunasanahalli Village, Post, Ramanagara",4.52,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJrbyIdspPrjsRfSdtB44fE-I,ChIJrbyIdspPrjsRfSdtB44fE-I,Sri Mahadeshwara swamy provision store,store,Retail,12.6924207,77.30947139999999,"opposite government school, near bus stop, Hunasanahalli",4.51,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJQalQht9RrjsRzkMYYHx3ht0,ChIJQalQht9RrjsRzkMYYHx3ht0,PRAKASH STORE,store,Retail,12.6825685,77.3117769,India,5.49,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJkzJ50wJPrjsRL1VKU97mx3o,ChIJkzJ50wJPrjsRL1VKU97mx3o,Pavan Condiments,store,Retail,12.6922988,77.3120382,"3 Ramanagar, Main Road, Hunasanahalli",4.72,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJW8nfwhVPrjsRlc_Azw-E0nQ,ChIJW8nfwhVPrjsRlc_Azw-E0nQ,Kavya Harish Store,store,Retail,12.7030456,77.29743959999999,"03 Achalu Village Kailnacha, near Milk Dairy, Hobali, Kanakapura Main Road, Achalu",2.75,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJB6WauxZPrjsR6A5B3-5dhIQ,ChIJB6WauxZPrjsR6A5B3-5dhIQ,YARAB BABA GENERAL STORE,store,Retail,12.7042626,77.2934898,"01, BEEDI CALONY, Ramanagara",2.37,Ramanagara Plant,Ramanagara-Kanakapura Region,3.0,1,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJuZ19-KhPrjsRelf_aaXQ1Ec,ChIJuZ19-KhPrjsRelf_aaXQ1Ec,Lakshmi Venkateswara Store,store,Retail,12.7039964,77.28810360000001,"Shop No 22, 1st main 4th Cross Kanakapura Main Road, Ramanagar District, Bengaluru",2.08,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ_wMbxrhPrjsRYIj0P7jOWW4,ChIJ_wMbxrhPrjsRYIj0P7jOWW4,RG STONE KRAFT (P) LTD,store,Retail,12.7063147,77.29423779999999,"P74V+GMH, Muduwadi Road, Yarab Nagara, Akkuru",2.25,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,4,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJR2XnRlZPrjsR0sePo_FHwSc,ChIJR2XnRlZPrjsR0sePo_FHwSc,K G N SHOP FAREEDUNNISA,store,Retail,12.7064095,77.2942079,"1 K G N SHOP, Yarab Nagara, Ramanagara",2.24,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJkV9lTUlPrjsRuN3jPLlpfvU,ChIJkV9lTUlPrjsRuN3jPLlpfvU,AAMIR KALEEMI MEDICAL,store,Retail,12.7092326,77.29318049999999,"AAMIR KALEEMI MEDICAL, Yarab Nagar, Kothipura",1.94,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJT0MblRFPrjsRDGDsyHhWyKA,ChIJT0MblRFPrjsRDGDsyHhWyKA,MS Tailors,store,Retail,12.7111549,77.2948351,"Beedi Colony, Hunasanahalli",1.95,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJY9FzeQBPrjsRaLqSSf72FOk,ChIJY9FzeQBPrjsRaLqSSf72FOk,Shabaz ulla store,store,Retail,12.7091817,77.28724679999999,"P75P+MVH, near masjid e yousuf, 2nd block, yadav nagar, Ramanagara",1.53,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJL_7AfQBPrjsRMSCAMp1K2G4,ChIJL_7AfQBPrjsRMSCAMp1K2G4,Yarab Nagar 2 st black,store,Retail,12.7098335,77.287953,"P75Q+W5W, Yarab Nagara, Ramanagara",1.51,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJgXq4mSFPrjsRSnHueCNu0Cg,ChIJgXq4mSFPrjsRSnHueCNu0Cg,L M GOUSE MEDICALS,store,Retail,12.7110413,77.29172489999999,"01, Yarab Nagara, Ramanagara",1.69,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ4z3B565PrjsRSGu4S-7F6Yc,ChIJ4z3B565PrjsRSGu4S-7F6Yc,Footwear Business,store,Retail,12.7099098,77.2879916,"Footwear Shop, Mysore Road, Bengaluru",1.5,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJK9hBJwBPrjsRLerKU5t8QFQ,ChIJK9hBJwBPrjsRLerKU5t8QFQ,ZAID STUDIO,store,Retail,12.7101306,77.28773819999999,"P76Q+335, Yarab Nagara, Ramanagara",1.47,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJwbOoMwBPrjsRgwiNa8BANmY,ChIJwbOoMwBPrjsRgwiNa8BANmY,Zia ulla store,store,Retail,12.7113531,77.2907182,"P76R+G7W, Yarab Nagara, Ramanagara",1.58,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJAQAAwHZOrjsRnEoqu78cWbs,ChIJAQAAwHZOrjsRnEoqu78cWbs,M.K Madeena Electricals,store,Retail,12.7113531,77.2907182,"M.K Madeena Electricals, near Water Tank, Road, Yarab Nagara, Hunasanahalli",1.58,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJvybu5yhPrjsRKKvoE4V5CnE,ChIJvybu5yhPrjsRKKvoE4V5CnE,AYESHA BANU General Store,store,Retail,12.7103051,77.2874089,"55, Yarab Nagara, Ramanagara",1.43,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ3ym8c6NPrjsRTcIJDhz0OyE,ChIJ3ym8c6NPrjsRTcIJDhz0OyE,TEA HOTEL SHABEEN BANU,store,Retail,12.7103097,77.2870266,"01, GEJJAL GUDDA ROAD, Ramanagara",1.41,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJe6Erb_ZPrjsRJRyKNB8aUR8,ChIJe6Erb_ZPrjsRJRyKNB8aUR8,MMP Garden Cafe,store,Retail,12.7120171,77.292079,"Mohsin Farm, MMP GARDEN CAFE, Near Sultan Palace, Hunasanahalli",1.65,Ramanagara Plant,Ramanagara-Kanakapura Region,4.4,27,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJLXJh34BPrjsRAHJ24SFipcs,ChIJLXJh34BPrjsRAHJ24SFipcs,Rihan Stores,store,Retail,12.7116706,77.2901172,"03, Yarab Nagara, 2ND BLOCK, Ramanagara",1.51,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJO8TuW59NrjsRyVTSPIte6iw,ChIJO8TuW59NrjsRyVTSPIte6iw,SYED SAMI ULLA,store,Retail,12.7103153,77.2861583,"01, SWIMMING NEAR, Mehboob Nagar, Ramanagara",1.36,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,1,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJAd4O0zhNrjsRQT5hJlULV1M,ChIJAd4O0zhNrjsRQT5hJlULV1M,Ramu N Condiments,store,Retail,12.7067876,77.28020339999999,"near Dks Water, 06, Chanamanahalli Main Road, Rmg, Ramanagara",1.57,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJK2KV7GNNrjsRCAqkbB4f5Y0,ChIJK2KV7GNNrjsRCAqkbB4f5Y0,Jugnu Cloth Centre Mohammed Khaleel..,store,Retail,12.7098247,77.28487179999999,"Ramani Nagar, near Swimming Pool, First Man, Mahabobnagar, Ramanagara",1.34,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ4VVxdX1PrjsRt91bDME5E_U,ChIJ4VVxdX1PrjsRt91bDME5E_U,BAIG SHOP,store,Retail,12.712743,77.2927981,"BAIG SHOP, YARABNAGAR, Ramanagara",1.67,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJm5TYhf9PrjsRPjdM66tdP7s,ChIJm5TYhf9PrjsRPjdM66tdP7s,GENERAL STORE MUBEEN TAJ,store,Retail,12.713093,77.2942079,"1, Yarab Nagara, Ramanagara",1.78,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJW2yD5mFNrjsRiL2gH4_Hfrg,ChIJW2yD5mFNrjsRiL2gH4_Hfrg,Zaiba Qureshi,store,Retail,12.7089901,77.28249459999999,"123, Dubai Layout, Ramanagara",1.35,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJu2r9ebhPrjsRYHtfWNlWDLc,ChIJu2r9ebhPrjsRYHtfWNlWDLc,HEENA TAJ STORE,store,Retail,12.71262,77.29102309999999,"MDR FUCNTIONAL, 1, Yarab Nagara, 2ND BLOCK, Ramanagara",1.52,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJyVX6K7NPrjsRC6ECPCdTXdc,ChIJyVX6K7NPrjsRC6ECPCdTXdc,S U S CARPENTER SHOP SIMRAN KOUSAR,store,Retail,12.7130426,77.29213020000002,"02, HUSNALLI MAIN ROAD, Ramanagara",1.59,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJY5KjJndOrjsR_Y2ZcNGIF58,ChIJY5KjJndOrjsR_Y2ZcNGIF58,Aj Mobile Zone,store,Retail,12.7132011,77.2912912,"Muduwadi Road, Yarab Nagara, Akour",1.5,Ramanagara Plant,Ramanagara-Kanakapura Region,3.5,14,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJG9rxPcVPrjsRTGK0RqgXgx8,ChIJG9rxPcVPrjsRTGK0RqgXgx8,H R PHARMA AND GENERAL STORE,store,Retail,12.7132226,77.2912919,"2, YARAB NAGAR, Ramanagara",1.5,Ramanagara Plant,Ramanagara-Kanakapura Region,4.0,2,,OPERATIONAL,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJbZXPaP5PrjsRukx7yas-24o,ChIJbZXPaP5PrjsRukx7yas-24o,HANEEF PASHA GENERAL STORE,store,Retail,12.7129963,77.2898848,"01, Yarab Nagara, Ramanagara",1.39,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,1500,22500,10.0,8,No,No
Google Places,GOOGLE_ChIJ81i87VZNrjsR1ehO-5r9KWc,ChIJ81i87VZNrjsR1ehO-5r9KWc,BABU TEA STALL. DHEERAJ B M,liquor_store,Retail,12.724278,77.2821769,"behind Nagarasabe, 34 4376, Shettihalli Street, Agrahar, Ramanagara",0.45,Ramanagara Plant,Ramanagara-Kanakapura Region,1.0,1,,CLOSED_TEMPORARILY,2500,37500,10.0,9,No,No
Google Places,GOOGLE_ChIJ1d-TBtJNrjsREqeNqcn2TgA,ChIJ1d-TBtJNrjsREqeNqcn2TgA,British Liquor,liquor_store,Retail,12.7210784,77.2753087,"Ijoor, Ramanagara",0.5,Ramanagara Plant,Ramanagara-Kanakapura Region,4.2,53,,OPERATIONAL,2500,37500,10.0,9,No,No
Google Places,GOOGLE_ChIJ-w2nAnFPrjsRezE4UWMbn6o,ChIJ-w2nAnFPrjsRezE4UWMbn6o,Y s b complex,shopping_mall,Retail,12.7158019,77.2904525,"P78R+85G, Rehmaniya Nagar, Ramanagara",1.28,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,CLOSED_TEMPORARILY,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJyyq1z9dNrjsRdMuvXPUz9_Q,ChIJyyq1z9dNrjsRdMuvXPUz9_Q,KGN TRADERS,shopping_mall,Retail,12.7175844,77.28612439999999,"Hunsanahalli Main Road, Rehmaniya Nagar, Ramanagara",0.77,Ramanagara Plant,Ramanagara-Kanakapura Region,3.9,27,,OPERATIONAL,10000,150000,10.0,10,Yes,No
Google Places,GOOGLE_ChIJs68aMNRNrjsRfAiUWSLJTSY,ChIJs68aMNRNrjsRfAiUWSLJTSY,Hkfc Group,shopping_mall,Retail,12.7215843,77.2829014,"P7CM+J5J, Agrahar, Ramanagara",0.33,Ramanagara Plant,Ramanagara-Kanakapura Region,4.7,3,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJH-BYWgBNrjsROr8r5Nm8_eQ,ChIJH-BYWgBNrjsROr8r5Nm8_eQ,Nawaz Enterprises,shopping_mall,Retail,12.7209122,77.2805066,"Aga complex, opp. to UCO BANK, 2, Railway Station Road, Kumdan Mohalla, Ramanagara",0.07,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJz3gP_VVNrjsRsy4RsxLWnWc,ChIJz3gP_VVNrjsRsy4RsxLWnWc,Vestige Office Ramanagara,shopping_mall,Retail,12.7204998,77.2792693,"P7CH+5PR, Mandipet, Agrahar, Ramanagara",0.08,Ramanagara Plant,Ramanagara-Kanakapura Region,4.4,9,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJf3RJVq1NrjsRMiRMoRCLmfk,ChIJf3RJVq1NrjsRMiRMoRCLmfk,ROYAL COLLECTIONS,shopping_mall,Retail,12.7208269,77.2793812,"near Balamuri ganesha temple, Ramanagara",0.06,Ramanagara Plant,Ramanagara-Kanakapura Region,4.7,14,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJcwa73tFNrjsRnWaPQE5vsxE,ChIJcwa73tFNrjsRnWaPQE5vsxE,Amith Complex,shopping_mall,Retail,12.7187477,77.2753007,"beside Mini Vidhana Soudha, Ramanagara, 36B, State Highway 17, Ijoor, Ramanagara",0.55,Ramanagara Plant,Ramanagara-Kanakapura Region,4.9,19,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJ7QqFIXlNrjsRhe4hvw_N1x4,ChIJ7QqFIXlNrjsRhe4hvw_N1x4,Krishna Store. Mr. Krishnojirao,shopping_mall,Retail,12.7208954,77.2788635,"04 Rmg Ramanagara Ramanagara Town Near Prishawali Ramanagara Rmg, Railway Station Road, Rmg, Bengaluru",0.11,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJMaO6tsVNrjsR5nFuZL8KQ8E,ChIJMaO6tsVNrjsR5nFuZL8KQ8E,Annapoorneshwari Hyper Market,shopping_mall,Retail,12.7200249,77.2771248,"Ijoor, Ramanagara",0.32,Ramanagara Plant,Ramanagara-Kanakapura Region,4.1,175,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJawVQxdNNrjsRwafX8XiuswM,ChIJawVQxdNNrjsRwafX8XiuswM,"City Municipal Complex, Ramanagara",shopping_mall,Retail,12.7213579,77.27862999999999,"P7CH+GFR, near pvs dargha, Agrahar, Ramanagara",0.15,Ramanagara Plant,Ramanagara-Kanakapura Region,3.9,23,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJwcHuCNJNrjsRipMMFfauY4o,ChIJwcHuCNJNrjsRipMMFfauY4o,Chandrakanth Complex,shopping_mall,Retail,12.7212617,77.2753547,"Chandrakanth Complex, opp. KSRTC Bus Stand, Bm Street, Ijoor, Ramanagara",0.49,Ramanagara Plant,Ramanagara-Kanakapura Region,4.5,14,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJuT0vWP1NrjsRpzP7OhFqgSE,ChIJuT0vWP1NrjsRpzP7OhFqgSE,Flippzzon,shopping_mall,Retail,12.7260672,77.2861896,"Motinagar nalbandhwadi, Ramanagara",0.89,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,10000,150000,10.0,10,No,No
Google Places,GOOGLE_ChIJzzV7dNJNrjsRycE_oEIBWbM,ChIJzzV7dNJNrjsRycE_oEIBWbM,R M A TRADERS & R M A ENTERPRISES,shopping_mall,Retail,12.7221114,77.2758331,"IJOOR main road near old bus stand, Ramanagara",0.46,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,14,,OPERATIONAL,10000,150000,10.0,10,Yes,No
Google Places,GOOGLE_ChIJZeVj84FNrjsR0nVAy2BIkE8,ChIJZeVj84FNrjsR0nVAy2BIkE8,Karnataka tea Stall,bakery,Retail,12.7109864,77.2831509,"Sheru Hotel, State Highway 17, Ramanagara",1.16,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,800,12000,9.0,6,No,No
Google Places,GOOGLE_ChIJoWtRB0hRrjsRU5Hpk86Ay6A,ChIJoWtRB0hRrjsRU5Hpk86Ay6A,Hassan iyangar bekary,bakery,Retail,12.6711882,77.3287416,"M8CH+FFH, State Highway 3, Koonagal",7.66,Ramanagara Plant,Ramanagara-Kanakapura Region,3.8,11,,OPERATIONAL,800,12000,9.0,6,No,No
Google Places,GOOGLE_ChIJo6lwQwBRrjsRULvSkQF9lxc,ChIJo6lwQwBRrjsRULvSkQF9lxc,Iyanger ammas pestry,bakery,Retail,12.6710486,77.328727,"Kanakapura-Ramanagara Road, Koonagal",7.67,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,800,12000,10.0,6,No,No
Google Places,GOOGLE_ChIJhy1HNchNrjsReJA72ei_NzU,ChIJhy1HNchNrjsReJA72ei_NzU,SSR SWEETS & KOVA MUQTHUYARUNNISA.,bakery,Retail,12.7155009,77.28630009999999,"01 1st Main Hunasanahalli, Main Road, Harkeshwara Colony, Ramanagara",0.92,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,800,12000,9.0,6,No,No
Google Places,GOOGLE_ChIJMZzvEotPrjsRdztELbyXYcY,ChIJMZzvEotPrjsRdztELbyXYcY,Ajmal Pasha Fast Food AJMAL PASHA,bakery,Retail,12.716752,77.28773269999999,"opp. Hotel, near Masjid Ramngara, 1st Main 3rd Cross B, M Main Road, Bengaluru",0.97,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,CLOSED_TEMPORARILY,800,12000,9.0,6,No,No
Google Places,GOOGLE_ChIJc2JU79lNrjsRWXYCMFtGmeE,ChIJc2JU79lNrjsRWXYCMFtGmeE,P.S.V. BAKERY,bakery,Retail,12.7144135,77.28178369999999,India,0.75,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,1,,OPERATIONAL,800,12000,10.0,6,No,No
Google Places,GOOGLE_ChIJubwDGSBNrjsR3vF5yiPDJFM,ChIJubwDGSBNrjsR3vF5yiPDJFM,VARADA STORE,bakery,Retail,12.7155435,77.2801592,"Neralakeri RAMNAGER, Ramachandra, Balageri Road, Ramanagara",0.6,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,800,12000,9.0,6,No,No
Google Places,GOOGLE_ChIJhe0W0e1PrjsRd-fNUSVyCro,ChIJhe0W0e1PrjsRd-fNUSVyCro,M IYENGAR CAKE HOUSE,bakery,Retail,12.7203405,77.28767859999999,"Shop No 056, Tippunagara Tippu Circle, Ramanagara",0.85,Ramanagara Plant,Ramanagara-Kanakapura Region,0.0,0,,OPERATIONAL,800,12000,9.0,6,No,No
Google Places,GOOGLE_ChIJEaiqw9BNrjsRAAAAMEqlF2k,ChIJEaiqw9BNrjsRAAAAMEqlF2k,H T S PROVISION,bakery,Retail,12.7170116,77.2794546,Ramanagara,0.44,Ramanagara Plant,Ramanagara-Kanakapura Region,5.0,2,,CLOSED_TEMPORARILY,800,12000,10.0,6,No,No
